7500.0000	0.000
7563.4146	0.573
7626.8293	1.373
7690.2439	1.373
7753.6585	2.171
7817.0732	2.603
7880.4878	2.600
7943.9024	2.599
8007.3171	2.484
8070.7317	2.481
8134.1463	2.479
8197.5610	2.476
8260.9756	2.472
8324.3902	2.468
8387.8049	2.464
8451.2195	2.460
8514.6341	2.457
8578.0488	2.456
8641.4634	2.454
8704.8780	2.451
8768.2927	2.448
8831.7073	2.447
8895.1220	2.444
8958.5366	2.441
9021.9512	2.489
9085.3659	2.487
9148.7805	2.486
9212.1951	2.484
9275.6098	2.482
9339.0244	2.480
9402.4390	2.477
9465.8537	2.475
9529.2683	2.490
9592.6829	2.489
9656.0976	2.328
9719.5122	1.733
9782.9268	1.732
9846.3415	1.138
9909.7561	0.545
9973.1707	0.544
10036.5854	0.000
