9000	0.000
9292.682927	0.777
9585.365854	2.249
9878.04878	2.245
10170.73171	2.247
10463.41463	2.245
10756.09756	2.205
11048.78049	2.194
11341.46341	2.197
11634.14634	2.169
11926.82927	2.174
12219.5122	2.160
12512.19512	2.145
12804.87805	2.151
13097.56098	2.150
13390.2439	2.155
13682.92683	2.159
13975.60976	2.164
14268.29268	2.171
14560.97561	2.200
14853.65854	2.205
15146.34146	2.216
15439.02439	2.221
15731.70732	2.264
16024.39024	2.275
16317.07317	2.278
16609.7561	2.293
16902.43902	2.296
17195.12195	2.340
17487.80488	2.343
17780.4878	2.389
18073.17073	2.385
18365.85366	2.384
18658.53659	2.420
18951.21951	2.421
19243.90244	2.436
19536.58537	2.471
19829.26829	1.880
20121.95122	1.001
20414.63415	0.146
20707.31707	0.000
