11097.56098	0.000
11195.12195	0.224
11292.68293	0.725
11390.2439	1.228
11487.80488	1.730
11585.36585	2.201
11682.92683	2.401
11780.4878	2.402
11878.04878	2.404
11975.60976	2.406
12073.17073	2.388
12170.73171	2.390
12268.29268	2.392
12365.85366	2.394
12463.41463	2.396
12560.97561	2.375
12658.53659	2.376
12756.09756	2.379
12853.65854	2.381
12951.21951	2.382
13048.78049	2.378
13146.34146	2.380
13243.90244	2.382
13341.46341	2.384
13439.02439	2.386
13536.58537	2.387
13634.14634	2.388
13731.70732	2.390
13829.26829	2.392
13926.82927	2.395
14024.39024	2.398
14121.95122	2.397
14219.5122	2.399
14317.07317	2.199
14414.63415	1.816
14512.19512	1.445
14609.7561	1.055
14707.31707	0.665
14804.87805	0.274
14902.43902	0.000
