16500	0.000
16609.7561	0.468
16719.5122	0.786
16829.26829	1.105
16939.02439	1.424
17048.78049	1.774
17158.53659	2.099
17268.29268	2.340
17378.04878	2.342
17487.80488	2.343
17597.56098	2.388
17707.31707	2.389
17817.07317	2.389
17926.82927	2.390
18036.58537	2.386
18146.34146	2.383
18256.09756	2.383
18365.85366	2.384
18475.60976	2.383
18585.36585	2.419
18695.12195	2.421
18804.87805	2.422
18914.63415	2.421
19024.39024	2.434
19134.14634	2.434
19243.90244	2.436
19353.65854	2.438
19463.41463	2.443
19573.17073	2.472
19682.92683	2.456
19792.68293	2.169
19902.43902	1.591
20012.19512	1.285
20121.95122	1.001
20231.70732	0.716
20341.46341	0.431
20451.21951	0.146
20560.97561	0.000
