9100	0.000
9182.926829	0.236
9265.853659	0.860
9348.780488	1.483
9431.707317	2.105
9514.634146	2.491
9597.560976	2.489
9680.487805	2.487
9763.414634	2.486
9846.341463	2.484
9929.268293	2.483
10012.19512	2.486
10095.12195	2.486
10178.04878	2.486
10260.97561	2.486
10343.90244	2.485
10426.82927	2.484
10509.7561	2.441
10592.68293	2.440
10675.60976	2.440
10758.53659	2.440
10841.46341	2.442
10924.39024	2.442
11007.31707	2.428
11090.2439	2.427
11173.17073	2.428
11256.09756	2.430
11339.02439	2.431
11421.95122	2.433
11504.87805	2.398
11587.80488	2.399
11670.73171	2.400
11753.65854	2.300
11836.58537	1.831
11919.5122	1.362
12002.43902	0.885
12085.36585	0.885
12168.29268	0.418
12251.21951	0.000
